,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
3307,-0.05081236333072591,-0.5192439512589507,-0.3983877750774667,-0.7978179703900313,-0.6056167162649342,-1.404255781630029,-1.1955320653899792,0,1,0,0,0
7637,-0.6070189133741599,0.8009108138342953,0.8617731368180301,1.1157581708450814,1.0814495420910486,-0.22801165639920948,0.1035088929211978,1,0,0,0,0
3222,-0.3686446776412596,0.007442793564708857,0.07150273444288806,0.09406569488337144,-0.14265434769282725,-0.8132912781857252,-1.3003912755004878,0,1,0,0,0
5147,1.8561815225324763,-0.5980865275075752,-0.45534420047387336,-0.2485589210830447,-0.35974969566731807,-1.230708977688115,-1.0074787712248523,1,0,0,0,0
3341,0.02864571524690751,-0.7525629705063335,-0.7401263274559066,-0.992089659855525,-1.0005733131823813,-0.8201868290854495,-1.2041981158123354,0,1,0,0,0
13386,-1.957806249193928,1.244629498768414,1.5950871137967657,1.379791057891366,1.5731835832862808,-0.03862087672586806,-0.22146799791715535,0,1,0,0,0
673,-0.3686446776412596,-0.40373040931329174,-0.41025369703505143,-0.41810512279838463,-0.35974969566731807,0.06807592994391053,-0.03688112392097076,0,0,0,1,0
4533,1.2999749724890424,-0.9542532818400239,-0.7686045401541098,-0.4746205233701646,-0.7363970463700491,-1.0833757947237783,-0.5828423005294041,1,0,0,0,0
5369,1.061600736756142,-0.5357458858226163,-0.7947095684607962,-0.7492500480236579,-0.7730155387994813,1.456029259134202,2.540410937738151,1,0,0,0,0
19322,0.3464780295574412,-0.4908239528437489,-0.3509240872471278,-0.5885343776476586,-0.4931456323745353,-0.630638136032725,-0.46585061982759696,0,0,0,0,1
16426,0.5053941867127081,-0.517410402974099,-0.5336592853939325,-0.49228158604884587,-0.5663826172333997,-0.969730799361148,-0.9580822838174226,0,1,0,0,0
16658,-1.0837673848399605,1.3312646552276584,1.8537642124721125,0.8455439118612583,1.740582405820828,-0.8448739540623247,0.16763766604663283,0,0,0,0,1
11268,0.3464780295574412,0.28980922943187537,0.2447451950236249,0.24595083392003012,0.2392242162141084,-0.09778575620136443,0.03938011979576278,1,0,0,0,0
14615,-0.2891865990636262,-0.5669162066650958,-0.4956883351296614,-0.1037382071178585,-0.37805894188203415,-0.6855919920580081,-0.16773848529854762,0,0,0,0,1
4306,0.5848522652903415,-0.054439461049037054,0.7217552577185306,0.9011762592991043,0.49555366322013367,-0.9044599358828423,-0.16773848529854762,1,0,0,0,0
11545,-1.004309306262327,0.5139605072549994,0.2661038545472774,-0.11875011039473755,0.2993831680624613,0.6997820852690275,0.24909854001678003,1,0,0,0,0
7056,0.5053941867127081,-0.2419197731751265,-0.31532632137437366,-0.16113666082357253,-0.2760502844000445,-0.103997015790429,-0.34539251895684736,1,0,0,0,0
18030,0.10810379382454094,-0.14153300457949425,-0.28210173989313647,-0.27505051510106654,-0.3335936296462951,0.45122642612018976,0.5645427753905415,1,0,0,0,0
13637,0.9821426581785085,-0.5852516895136131,-0.6499453205782627,-0.564691943031439,-0.6683912747153893,-0.7105423060005217,-1.0516756283788682,0,1,0,0,0
19587,0.10810379382454094,-0.7874003879185164,-0.9109956036451264,-0.8446197864885366,-0.9430299679361307,0.051652938488078746,-0.2760641155779987,0,1,0,0,0
4044,0.3464780295574412,0.08857730516939794,-0.4221196189926361,-0.366888041030209,-0.35713408906521577,3.415155281552795,2.540410937738151,1,0,0,0,0
8349,0.18756187240217437,0.5139605072549994,1.3387831995129358,1.6447069980715845,1.2148454787982659,-1.021052647660622,-0.6010410064163518,1,0,0,0,0
16169,0.2670199509798078,-0.23137687053722905,0.20677424475935383,-0.1734994046986494,0.18952769077416473,-0.5003595980417521,0.9995785065928169,0,0,0,0,1
18723,-1.4810577777281275,-0.20754074283415655,-0.40076095946898366,-0.32185233119957185,-0.45652713994510313,-0.09757520502885378,-0.47884969546113104,0,1,0,0,0
19641,0.02864571524690751,-0.6755539425425608,-0.6736771644934321,-0.6176751310674826,-0.718087800155333,-0.8829837162867548,-1.0074787712248523,0,1,0,0,0
16718,-0.9248512276846935,0.8187879096115996,0.9661932500447756,0.7784318736822696,1.0082125572321843,-0.5485758165466941,-0.3081285021407162,1,0,0,0,0
4455,1.2999749724890424,-0.5999200757924269,-0.6333330298376441,-0.31478790612809937,-0.5637670106312974,-0.2489614980640205,-0.4597843845319477,1,0,0,0,0
1641,-1.6399739348833944,-0.4821145984907032,-0.7163944835407371,-0.7156940289341636,-0.7782467520036859,1.3710192232330216,-0.34712572904131855,0,1,0,0,0
16481,-0.13027044190835935,0.0033173099237924636,-0.1681888891003232,0.026070603570448644,-0.14526995429492953,-0.12152540090194153,-0.5213133425306758,0,1,0,0,0
2269,0.3464780295574412,0.36544309618200926,0.5864837474020648,0.33602225358130444,0.7414206838177498,-1.0169995375897918,-1.2076645359812777,0,1,0,0,0
13834,-1.6399739348833944,4.533556734721206,4.644629056896038,4.156993164113992,4.772070457657392,-0.5071498733552211,-0.7596297291454682,0,1,0,0,0
10160,-1.4810577777281275,-0.09752784574305272,-0.4316123565587039,-0.1876282548415944,-0.39898379469885253,1.417445756771623,1.2136299520250122,1,0,0,0,0
19336,-1.560515856305761,0.46903857427613205,0.2708502233303113,0.4093156636978316,0.34646408690030267,0.21104017607865094,0.3808225064365925,1,0,0,0,0
5847,-1.8783481706162946,1.3092620758094375,2.3995966225210092,1.3877385360967724,2.3683279903253798,-0.2895978743585784,-0.30119566180283136,1,0,0,0,0
19592,0.10810379382454094,-0.9996336018901042,-1.1103430925325497,-1.0645000168381182,-1.1261224300832917,0.5396052807815408,-0.5577107543045714,0,1,0,0,0
12865,-0.9248512276846935,-0.3060939631449371,-0.41262688142656834,-0.3792507849052859,-0.4408335003324893,-0.08820567785212914,-0.802093376215013,0,1,0,0,0
4145,0.5848522652903415,0.09041085345424967,0.43222676195346343,0.6380264253867537,0.5478657952621797,-0.6155837271982126,-0.30119566180283136,1,0,0,0,0
2228,-1.6399739348833944,-0.5119097581195439,-0.721140852323771,-0.6309209280764936,-0.6579288483069802,1.1154100998050767,-0.7214991072871014,0,1,0,0,0
8009,0.5848522652903415,0.05236472654357626,-0.12072520126998434,-0.03486006267100165,-0.10865146186549736,0.5894006330803125,0.12864043914603046,1,0,0,0,0
5571,0.2670199509798078,-0.428941698230003,-0.469583306822975,-0.4958137985845821,-0.4774519927619215,0.2686259217603173,0.2759632963260839,1,0,0,0,0
1930,-1.560515856305761,4.867720909635434,2.8505016569092287,3.1573770165006327,2.94899265599209,1.2861144629180967,0.19103600218699426,0,1,0,0,0
18447,-0.2891865990636262,-0.13144848901280973,-0.34143134968106004,-0.14082643874308912,-0.3048219570231698,0.5780308697647365,0.2274334139608898,1,0,0,0,0
12714,0.5848522652903415,-0.2827162225130775,-0.40076095946898366,-0.4834510547095052,-0.37544333527993184,-0.5392589271630972,-0.9832138300422552,0,1,0,0,0
16251,1.1410588153337755,-0.966629732762773,-0.9608324758669823,-0.9346912061498109,-0.9090270821088008,-0.7214909669710762,-1.2414621326284665,0,1,0,0,0
9982,-1.0837673848399605,-0.40923105416784694,-0.4078805126435345,-0.6803719035768011,-0.6160791426733433,-0.2797019692505772,-0.5195801324462047,0,1,0,0,0
14375,0.5848522652903415,-0.0017249478595497954,-0.20853302375611124,0.5408905806540069,-0.21066011934748702,1.4008122141432806,1.2040972965604204,0,0,0,0,1
18824,-0.05081236333072591,0.728485656582652,0.7051429669779119,0.4260936732425788,0.4877068434138268,-1.121538194741336,-1.4113167209066457,0,1,0,0,0
20583,0.18756187240217437,-1.0381381158719905,-1.1008503549664819,-1.0750966544453269,-1.0868883310517572,0.0022786885343283056,-0.6010410064163518,0,1,0,0,0
5028,1.4588911296443092,-0.7731903887109155,-0.7780972777201777,-0.7518992074254601,-0.7390126529721514,-0.89256379463599,-0.7986269560460706,1,0,0,0,0
9416,1.8561815225324763,0.5859272774354298,0.5081686624820057,-0.21941816766322064,0.44585713778019004,1.2320554493759837,2.540410937738151,0,0,0,1,0
1526,0.8232265010232418,0.1752124616286422,-0.08750061978874714,-0.17879772350225379,-0.02756765720032609,1.2747446996025207,0.6676687754165789,0,0,0,1,0
14299,0.42593610813507465,-0.43169202065728063,-0.19666710179852653,0.03666724117765739,-0.19496647973487322,-0.923409541408802,-0.5845755106138752,0,0,0,0,1
7866,0.7437684224456084,-0.6480507182697849,-0.6072280015309577,-0.5911835370494608,-0.6370039954901617,0.13387317135349275,-0.2855967710425904,1,0,0,0,0
6730,1.8561815225324763,0.048697629973872794,-0.27498218671858565,-0.24061144287763814,-0.22373815235799852,2.2327525345260377,2.540410937738151,1,0,0,0,0
1832,0.18756187240217437,-0.551789433315069,-0.45059783169083945,-0.6574125220945155,-0.39636818809675023,-0.6034243969857218,0.09744265762554855,0,0,0,1,0
6424,0.8232265010232418,-0.6113797525727502,-0.557391129309102,-0.552329199156362,-0.5454577644165812,-0.31496929064611334,-0.346259123999083,0,1,0,0,0
12135,-1.6399739348833944,2.597329745917778,2.1907563960675183,3.2933671991264784,2.2767817592517994,0.09265777933453066,-0.7396978131740493,0,1,0,0,0
5629,-0.8453931491070601,0.5432972798126271,0.6102155913172341,1.2411517158637182,0.7048021913883176,-0.48088361458451584,1.207563716729363,1,0,0,0,0
830,-1.560515856305761,0.47224728377462255,0.4108681024298109,0.8084556802360278,0.5321721556495659,0.4080107979623763,0.08791000216095686,1,0,0,0,0
16064,1.8561815225324763,-0.08377623360666474,-0.07088832904812853,-0.32626759686924217,-0.12172949487600886,-0.0972593782700876,0.9094515822003136,0,0,0,0,1
10535,-1.957806249193928,-0.13053171487038387,-0.22039894571369595,-0.522305392602604,-0.2682034645937376,0.8932786128063271,0.33402583415586967,1,0,0,0,0
6554,0.5053941867127081,-0.2263346127538868,-0.3912682219029159,-0.3880813162446265,-0.32836241644209047,0.9656029405637396,1.03250949819777,0,1,0,0,0
11757,-1.004309306262327,0.07849278960271341,-0.18717436423245876,-0.19822489244880315,-0.18450405332646402,0.48607264517070464,0.353091145085053,0,1,0,0,0
4664,1.3794330510666757,-0.5728752385908639,-0.19192073301549264,0.3704613258047329,-0.038030083608735284,-0.9102500931268857,-0.42598678788475897,1,0,0,0,0
16174,-1.4810577777281275,-0.9886323121809938,-0.9798179509991178,-0.9452878437570197,-1.0241137726013019,-0.6118464438861484,-0.22926744329727583,0,0,0,1,0
12349,-1.0837673848399605,0.16879504263166115,0.18304240084418438,-0.8728774867744267,-0.7573218991868675,-0.10736583455059948,-1.012678401478266,0,1,0,0,0
15774,1.8561815225324763,-0.5403297565347457,-0.5834961576157883,-0.7103957101305592,-0.4826832059661261,0.409010916031802,2.1070997505699247,0,0,0,1,0
3010,0.2670199509798078,-1.0046758596734464,-1.0344011920040075,-1.0450728478915687,-1.0790415112454503,-1.4306273159869896,-0.4927153761369008,0,1,0,0,0
15505,-1.3221416205728607,1.1204066024697092,0.6553060947560561,0.4702463299392819,0.5661750414768958,0.8000044433841034,0.8037257670475694,0,0,0,0,1
15313,-0.7659350705294268,-0.782816517206387,-0.5241665478278646,-0.5125918081293293,-0.4722207795577169,-1.1784922869054704,-0.16773848529854762,0,0,0,0,1
10639,-1.0837673848399605,-0.3487239607677398,-0.5265397322193817,-0.4728544171022965,-0.4800675993640238,1.4252361501545172,0.328826203902456,1,0,0,0,0
9342,0.5053941867127081,2.8320239263788,1.825285999773909,1.7877616057689028,1.9838338198163419,1.2115793478493218,1.7977217504918124,0,0,0,1,0
14259,0.3464780295574412,-0.3005933182903819,-0.1183520168784674,0.17707268947317328,-0.18711965992856633,-1.255448740458118,-1.0438761829987477,0,0,0,0,1
10417,-1.7194320134610277,1.9152497839529343,0.5864837474020648,0.6618688600029734,0.4746288104033153,3.48426870392942,2.540410937738151,1,0,0,0,0
15654,1.8561815225324763,-0.6650110399046634,0.28983569846244683,-0.3695372004320112,0.322923627481382,-1.2714506295689283,2.1070997505699247,0,0,0,1,0
13158,1.6972653653772094,0.013860212561689915,0.1782960320611505,0.3024662344918101,0.14506237853842563,-0.6373757735530662,-0.4294532080537014,0,1,0,0,0
1015,-0.6864769919517933,2.4900671712539517,1.6116994045373843,1.822200677992331,1.986449426418444,1.0106608914810218,0.496947582096164,0,1,0,0,0
6640,1.8561815225324763,-0.3258046072070932,0.14032508179687941,0.7351622701195005,0.2470710360204153,-1.146751697649488,-0.3843897458574497,1,0,0,0,0
10257,-1.3221416205728607,-0.4747804053512963,-0.680796717667983,-0.6538803095587792,-0.6370039954901617,0.688359684160324,0.40855386778813196,1,0,0,0,0
11949,0.2670199509798078,-0.13144848901280973,-0.20378665497307735,0.04726387878486614,-0.19496647973487322,0.021649396405309284,-0.8038265862994842,0,1,0,0,0
7847,-1.7988900920386612,-0.44956911643458497,-0.004439166085654124,-0.19822489244880315,-0.03279887040453069,-1.1244859111564853,-0.5291127879107963,1,0,0,0,0
17771,-1.0837673848399605,0.3113534217788832,1.1963921360219192,1.168741358881125,1.4633281059979844,-0.8162916323940022,-0.578509275318226,1,0,0,0,0
17295,-1.004309306262327,0.013401825490476983,-0.3485509028556109,-0.5576275179599665,-0.4931456323745353,2.7140198770922863,2.540410937738151,1,0,0,0,0
12082,-1.1632254634175938,0.5226698616080452,0.09998094714109138,0.3987190260906229,0.15552480494683482,0.6663044488398321,0.07057790131624468,0,1,0,0,0
9855,0.02864571524690751,1.0424808003635109,0.7905776050725218,1.777164968161694,1.057909082672128,0.09081545657506199,2.1070997505699247,0,0,0,0,1
14509,-1.3221416205728607,-0.5536229815999207,-0.557391129309102,-0.792519651586427,-0.6030011096628318,0.14329533632334496,0.4120202879570744,0,0,0,0,1
11204,1.4588911296443092,-0.9771726354006705,-1.0082961636973211,-0.9276267810783385,-1.0214981659991997,-0.11052410213825954,-0.4008552416599263,1,0,0,0,0
14855,-1.3221416205728607,0.6853972718886362,0.8380412929028608,0.7475250139945774,0.8905102601375808,-0.21085173583959047,-0.016949207949551764,0,0,0,0,1
5834,1.1410588153337755,-0.6008368499348528,-0.6736771644934321,-0.7174601352020317,-0.6579288483069802,-0.13873795925468832,0.7118656325705949,1,0,0,0,0
17526,1.8561815225324763,-0.7456871644381395,-0.7282604054983218,-0.4384153448788681,-0.7573218991868675,-0.7214909669710762,-0.3843897458574497,1,0,0,0,0
15638,1.8561815225324763,0.44107696293214316,1.1228234198848939,0.5620838558684244,1.2200766920024706,-0.4650922766462162,1.5004762210049987,0,0,0,1,0
9007,1.1410588153337755,-0.18691332462957458,-0.23701123645431457,-0.41104069772691215,-0.27343467779794217,1.9678265217144961,2.0074401707128295,1,0,0,0,0
12303,-1.004309306262327,1.2107088554986571,1.2628412989843936,-0.678605797308933,-0.5846918634481157,-0.28286023683823724,-0.549911308924451,0,1,0,0,0
12551,1.8561815225324763,-0.19241396948412978,-0.4861955975635936,-0.6282717686746914,-0.4512959267408985,0.520918864221219,-0.12960786344018085,0,1,0,0,0
5362,0.5848522652903415,0.19125600912109486,0.23050608867452327,-0.1690841390289791,0.2026057237846762,0.6806219285705575,2.540410937738151,1,0,0,0,0
18774,-0.20972852048599275,0.039988275620827074,0.031158599787100026,-0.08784325070704538,0.12413752572160724,-0.7954997041085743,-1.220663611614812,0,1,0,0,0
3378,-1.6399739348833944,1.3440994932216204,2.3165351688179165,1.8893127161713197,2.2872441856602084,-0.416454955796253,-0.3930557962798058,1,0,0,0,0
16339,-1.004309306262327,0.30218568035462456,0.06438318126833723,0.7537063859321159,0.19999011718257392,-0.1381063057371564,-0.5239131576573827,0,1,0,0,0
14440,0.02864571524690751,0.3393150331228721,0.8166826333792082,0.07728768533862425,0.8983570799438877,-0.40513783027380484,0.27163027111490584,0,0,0,0,1
20242,0.02864571524690751,0.30356084156826335,0.6315742508408867,0.073755472802888,0.5530970084663843,-0.030619932170462806,0.32622638877574917,0,0,0,0,1
5987,1.8561815225324763,0.10599601387548938,-0.09936654174633186,-0.39514574131609903,0.03520690125012908,-0.38055598088318493,0.7309309434997783,0,1,0,0,0
9450,0.10810379382454094,-0.21579171011598935,-0.004439166085654124,0.06580799459748145,-0.22373815235799852,-0.1745316585815011,-1.3081907208806083,0,1,0,0,0
19698,-1.4015996991504942,0.4048643843063215,0.09286139396654054,0.029602816106184895,0.12936873892581185,0.21504064835635356,-0.7197658972026302,0,1,0,0,0
3304,-0.6864769919517933,-0.05902333176116638,0.09286139396654054,-0.31213874672629716,-0.11126706846759965,-0.8223976163968114,-1.2709267040644772,0,1,0,0,0
19525,1.8561815225324763,-0.9652545715491342,-0.8564123626402368,-0.9717794377750416,-0.8933334424961871,-1.4123620017716896,-1.0074787712248523,0,1,0,0,0
14346,0.3464780295574412,-0.6970981348895686,-0.5265397322193817,-0.7439517292200536,-0.6030011096628318,-0.6750644334324749,0.44581788460426314,0,0,0,0,1
20411,-0.448102756218893,-0.2093742911190083,-0.2726090023270687,-0.07724661309983663,-0.2446630051748169,0.8694336925194944,0.29329539717079606,1,0,0,0,0
12391,-0.2891865990636262,-0.07369171803998022,-0.14683022957667072,-0.45519335442361525,-0.29435953061476056,-0.26675307214117144,-0.3297936281966064,0,1,0,0,0
13854,-1.7194320134610277,0.8930466151480947,1.2177507955455718,0.5506041651272816,1.0945275751015602,-1.1830191371144498,-0.9832138300422552,0,1,0,0,0
11400,-0.7659350705294268,0.6349746940552137,0.045397706136201685,0.39430376042095255,0.11890631251740265,1.5376704762752116,0.7690615653581451,1,0,0,0,0
11149,0.18756187240217437,-0.16995300299469607,-0.0020659816941371806,0.16912521126776672,0.01951326163751529,-0.21706299542865504,-0.17813774580537495,1,0,0,0,0
17568,1.8561815225324763,-0.5389545953211069,-0.10885927931239962,-0.2300148052704294,-0.11649828167180426,-0.6776436852957306,-0.3410594937456693,1,0,0,0,0
4536,1.8561815225324763,-0.980381344899161,-0.9632056602584992,-0.7757416420416798,-0.9901108867739721,-0.8750354095244773,-0.5247797626996183,1,0,0,0,0
10136,0.42593610813507465,-0.5329955633953387,-0.5360324697854494,-0.3536422440211981,-0.4826832059661261,-0.01967127119990836,-0.3159279475208367,1,0,0,0,0
14207,-0.7659350705294268,-0.1520759072173917,0.08099547200895583,0.5161650929038532,0.14767798514052793,-0.8338200175055149,-0.8402239980733798,0,0,0,0,1
2663,0.5053941867127081,-0.2675894491630507,-0.1444570451851538,-0.46402388576295583,-0.2551254315832261,-1.0044191050322797,-0.9130188216211709,1,0,0,0,0
615,1.8561815225324763,-0.17224493835076074,-0.2892212930676873,-0.381016891173154,-0.2289693655622031,0.1293463211445133,-0.07501174577933753,0,0,0,1,0
10862,-0.6070189133741599,0.4639963164927898,0.2755965921133452,0.7422266951909731,0.33600166049189345,0.6447755914506169,0.3392254644092833,1,0,0,0,0
7552,0.9821426581785085,-0.6306320095636934,-0.5668838668751697,0.09671485428517362,-0.46437395975141,-0.45124853705364015,-0.6825018803864991,1,0,0,0,0
11598,0.42593610813507465,-0.07460849218240609,-0.36753637798774647,-0.40485932578937367,-0.38329015508623876,1.0304527016970237,1.3479537335715315,1,0,0,0,0
10996,-0.448102756218893,1.5943788341038816,2.5752122674932636,2.3511495052188343,2.6717383561692465,-0.43819436435797904,-0.20153608194573636,1,0,0,0,0
11863,0.5848522652903415,-0.4761555665649351,-0.5621374980921358,-0.7006821256572845,-0.6213103558775479,-0.14447547870560384,-0.9814806199577839,0,1,0,0,0
14598,-0.7659350705294268,1.9193752675938507,2.304669246860332,2.082701352502879,2.6403510769440186,-0.4039797988249961,-0.2370668886773963,0,0,0,0,1
18304,0.3464780295574412,0.1174556906558127,0.18778876962721827,-0.1549552888860341,0.21306815019308542,0.7906349162073787,1.3349546579379974,0,0,0,1,0
4195,0.18756187240217437,-0.7401865195835843,-0.8231877811589995,-0.821660405006251,-0.8070184246268112,0.860327354308408,0.1442393299062714,1,0,0,0,0
19712,-1.0837673848399605,0.010651503063199386,-0.3366849808980262,-0.23531312407403376,-0.2420473985727146,0.7176262971393063,-0.7102332417380385,0,1,0,0,0
5058,0.3464780295574412,0.2797247138651909,0.1498178193629472,0.14086751098187672,0.270611495439336,-0.10936607068945078,1.2682260696858556,1,0,0,0,0
473,1.6972653653772094,-0.0691078473278509,0.16405692571204886,-0.06311776295689163,0.16598723135524404,-1.0118936716564084,-0.48838235092572274,0,0,0,1,0
17020,0.5053941867127081,0.07024182232088064,-0.22039894571369595,-0.23796228347583595,-0.2498942183790215,0.8219544031183398,1.5958027756509154,0,0,0,0,1
19246,-1.1632254634175938,0.6446008225506853,1.8039273402502567,0.7925607238252146,1.7222731596061118,-0.9504127292832946,-0.6192397123032997,1,0,0,0,0
17209,0.3464780295574412,-0.7369778100850938,-0.3817754843368481,-0.593832696451263,-0.37544333527993184,-0.8028689951464474,0.3201601534800999,1,0,0,0,0
14077,0.9821426581785085,-0.5348291116801904,-0.2773553711101026,-0.5496800397545599,-0.27343467779794217,-0.8869841885644574,-0.7483638635964053,0,0,0,0,1
6164,0.6643103438679749,-0.6870136193228841,-0.7947095684607962,-0.665360000299922,-0.7154721935532307,-0.3020203935367076,-0.1547394096650135,1,0,0,0,0
18739,-0.9248512276846935,-0.16307719692650208,-0.20141347058156042,-0.39691184758396714,-0.17142602031595253,-0.6109516014029781,-0.9450832081838884,0,1,0,0,0
6280,0.5053941867127081,-0.5935026567954459,-0.7235140367152879,-0.465789992030824,-0.7416282595742537,0.1269249826606407,-0.4294532080537014,1,0,0,0,0
12683,-1.1632254634175938,-0.0466468808384172,0.3966289960807093,0.061392728927811134,0.21829936339729,-1.0285272142847506,-0.4381192584760575,0,1,0,0,0
10042,1.1410588153337755,-0.6287984612788416,-0.6285866610546101,-0.7192262414698998,-0.6265415690817525,-0.7030677393763931,-0.7778284350324159,0,1,0,0,0
19667,-0.6070189133741599,0.15504343049527317,-0.10173972613784879,-0.09932294144818818,-0.10080464205919046,0.3252641871656855,-0.6192397123032997,0,1,0,0,0
4438,0.9821426581785085,-0.3798942816102192,-0.25836989597796706,0.24153556825035982,-0.19758208633697552,-0.8677187562797317,-0.7007005862734468,1,0,0,0,0
16615,-0.448102756218893,-0.2643807396645602,-0.4363587253417378,-0.6971499131215483,-0.5794606502439111,-0.09468012640683214,0.6234719182625629,0,0,0,0,1
11669,0.02864571524690751,-0.1507007460037529,-0.20378665497307735,-0.18321298917192408,-0.2551254315832261,-0.23164366412501838,-0.10967594746876187,1,0,0,0,0
13367,-2.116722406349195,2.249872345938375,2.3212815376009504,1.2146601218456963,1.311622923076051,0.0700235282896343,0.3322926240713984,0,1,0,0,0
2729,0.3464780295574412,-0.6618023304061729,-0.7709777245456267,-0.31743706552990153,-0.7547062925847652,0.36884827987539265,-1.198131880516686,0,1,0,0,0
12502,1.8561815225324763,-0.46332072857097295,-0.28210173989313647,-0.7165770820680977,-0.3048219570231698,-0.9557817841823166,-0.43465283830711504,0,1,0,0,0
5625,-0.6070189133741599,0.3292305175561876,1.5096524757021557,2.649621464488547,1.5967240427052016,-0.7076998651716279,-0.34279270383014054,1,0,0,0,0
20341,-0.3686446776412596,0.35994245132745406,0.28034296089637906,0.7016062510300062,0.3804669727276325,0.48028248792666134,0.06364506097835981,1,0,0,0,0
10646,0.3464780295574412,-1.094978112702394,-1.0866112486173802,-1.1113018329366233,-1.1235068234811894,-0.08673181964455443,0.2655640358192566,1,0,0,0,0
3984,0.10810379382454094,-0.1085291354521631,-0.3912682219029159,-0.3209692780656378,-0.32051559663578355,1.1257797450512268,0.33575904424034086,1,0,0,0,0
5681,0.18756187240217437,0.07940956374513929,0.30407480481154847,-0.09667378204638599,0.349079693502405,0.3631633982176049,0.840123178821465,0,0,0,0,1
12477,1.8561815225324763,-0.2222091291129704,0.2993284360285146,-0.24679281481517656,0.270611495439336,-1.2987170064090592,-1.0100785863515591,0,1,0,0,0
15213,-1.004309306262327,0.18988084790745605,0.05014407491923557,0.01635701909717396,0.032591294648026785,0.7241007456940091,-0.4381192584760575,1,0,0,0,0
2813,1.4588911296443092,-0.4330671818709194,-0.32244587454892454,-0.45254419502181303,-0.37021212207572723,-1.0687424882342873,-1.3185899813874356,0,1,0,0,0
18971,-1.6399739348833944,0.11837246479823856,0.15219100375446412,0.12408950143712955,0.18952769077416473,-0.12484158186898446,-0.6521707039082527,0,1,0,0,0
2177,-0.3686446776412596,-0.6842632968956065,-0.6950358240170846,-0.721875400871702,-0.6788537011237985,-0.5533658557213117,-1.089806250237235,0,1,0,0,0
4973,1.061600736756142,-0.5050339520513498,-0.2868481086761704,-0.1152178978590013,-0.3126687768294767,-0.9353056826556546,-0.7596297291454682,1,0,0,0,0
7763,0.5848522652903415,-0.8754107055913994,,-0.8260756706759214,-0.9665704273550514,-0.12199914104009059,-0.3401928887034337,1,0,0,0,0
8975,1.1410588153337755,-0.29142557686612325,-0.021051456826272727,-0.11963316352867161,0.03782250785223138,0.43817225342452865,0.8288573132724021,1,0,0,0,0
18620,0.10810379382454094,-0.25612977238272744,-0.46483693803994114,-0.5382003490134171,-0.4486803201387962,0.7038351953398577,2.024772271557542,0,0,0,0,1
12151,-2.0372643277715614,1.7639820504526669,1.1845262140643344,1.650888370009123,1.5025622050295189,0.3776387913277129,-0.6105736618809435,1,0,0,0,0
17600,1.8561815225324763,-0.5407881436059586,-0.638079398620678,-0.7448347823539876,-0.5820762568460135,0.6134034667465278,0.7777276157805012,1,0,0,0,0
352,0.7437684224456084,-0.08194268532181301,0.20440106036783687,0.07993684474042644,-0.045876903415042185,-1.214970277542943,-0.9979461157602605,0,0,0,1,0
15566,-1.2426835419952273,1.320263365518548,0.49392955613290396,0.6124178845026659,0.4249322849633716,1.2191591900597056,0.9822464057481047,1,0,0,0,0
20334,-1.4015996991504942,1.4435694876748268,1.1797798452813006,1.1784549433543998,1.2697732174424141,0.43285583631863417,0.21963396858076933,1,0,0,0,0
859,-0.6070189133741599,0.782116943914565,0.5817373786190309,0.6592197006011712,0.7571143234303636,0.39158780650654457,0.353091145085053,1,0,0,0,0
7361,-0.20972852048599275,1.9523791367211818,3.178001102938567,6.292215641966553,3.422417450972606,-0.8175549394290663,-0.45371814923629844,1,0,0,0,0
3671,0.5053941867127081,0.08903569224061086,-0.0471564851329591,0.13380308591040424,0.06397857387325437,0.7786861371673984,0.03158067441564231,1,0,0,0,0
18276,0.5053941867127081,-0.6709700718304314,-0.8398000718996181,-0.806648501729372,-0.8488681302604479,1.8346529051015017,2.540410937738151,1,0,0,0,0
9651,-0.5275608347965265,-0.8020687741973302,-0.8659051002063045,-0.7333550916128448,-0.8854866226898801,-0.753178918433931,-0.4927153761369008,0,1,0,0,0
4998,1.3794330510666757,-0.20066493676596256,-0.018678272434755783,0.5664991215380947,-0.0066428043835077,-0.9561502487342103,-0.8965533258186943,1,0,0,0,0
9258,1.2205168939114088,-0.6177971715697312,-0.5763766044412374,-0.6203242904692848,-0.5559201908249904,-1.1671225235898948,-1.26052744355765,0,1,0,0,0
5200,0.2670199509798078,-0.5751671739469285,-0.38652185311988196,-0.13906033247522098,-0.38067454848413645,-1.455735543308886,-0.9762809897043703,1,0,0,0,0
18812,-1.004309306262327,0.01477698670411578,-0.05190285391599299,-0.4507780887539449,-0.35974969566731807,-0.806079900527235,-1.0100785863515591,0,1,0,0,0
2310,-2.0372643277715614,2.238871056229265,1.4360837595651303,1.282655213158619,1.5104090248358257,0.7666847203342909,-0.28299695591588353,0,1,0,0,0
11704,-1.1632254634175938,-0.7851084525624517,-0.9537129226924315,-0.8878893900513057,-0.9665704273550514,3.3448838277273603,2.2180251959760824,1,0,0,0,0
2102,1.6972653653772094,-0.6008368499348528,-0.6119743703139916,-0.5426156146830874,-0.5716138304376043,-1.0548461108485836,-1.2483949729663513,0,1,0,0,0
